INSERT INTO Cars (Id, Model, Brand) VALUES
(10, '2023-12-23 12:00:00', 764452),
(5, '2019-09-02 12:00:00', 2446699),
(4, '2019-12-13 12:00:00', 1571818),
(20, '2019-03-13 12:00:00', 2355793),
(5, '2023-09-24 12:00:00', 1075493),
(6, '2024-01-25 12:00:00', 2926489),
(8, '2023-03-14 12:00:00', 790502),
(16, '2024-09-17 12:00:00', 2063231),
(16, '2019-02-21 12:00:00', 974924),
(7, '2019-12-19 12:00:00', 573810),
(17, '2022-07-23 12:00:00', 1611437),
(5, '2019-10-03 12:00:00', 1022066),
(2, '2020-11-23 12:00:00', 621735),
(3, '2021-10-08 12:00:00', 2631158),
(20, '2020-05-19 12:00:00', 665876),
(9, '2022-07-24 12:00:00', 2507128),
(2, '2019-12-07 12:00:00', 1328120),
(7, '2023-03-10 12:00:00', 1487200),
(6, '2022-08-22 12:00:00', 1328299),
(16, '2022-06-13 12:00:00', 591364),
(9, '2022-05-20 12:00:00', 1764619),
(19, '2024-04-23 12:00:00', 2189135),
(18, '2021-05-21 12:00:00', 1139942),
(15, '2023-10-18 12:00:00', 1872552),
(8, '2020-08-22 12:00:00', 1315596),
(5, '2019-10-30 12:00:00', 789821),
(6, '2019-05-21 12:00:00', 1145425),
(10, '2021-12-16 12:00:00', 2880748),
(6, '2021-05-14 12:00:00', 2764733),
(2, '2024-03-30 12:00:00', 1905658),
(9, '2022-06-22 12:00:00', 1270057),
(6, '2023-09-10 12:00:00', 1487655),
(12, '2024-09-14 12:00:00', 1188256),
(13, '2019-07-17 12:00:00', 1707661),
(2, '2021-08-28 12:00:00', 2473429),
(4, '2019-10-21 12:00:00', 2470579),
(17, '2021-03-07 12:00:00', 1851230),
(8, '2023-07-04 12:00:00', 2932648),
(13, '2019-10-02 12:00:00', 2409331),
(19, '2019-03-10 12:00:00', 1469715),
(3, '2019-06-24 12:00:00', 2694493),
(15, '2022-11-25 12:00:00', 2569405),
(11, '2021-04-14 12:00:00', 1053962),
(9, '2023-11-24 12:00:00', 1316042),
(8, '2022-11-08 12:00:00', 2990203),
(18, '2021-02-18 12:00:00', 1024176),
(8, '2023-01-16 12:00:00', 1661955),
(10, '2023-02-05 12:00:00', 1822741),
(9, '2021-10-03 12:00:00', 2746042),
(13, '2024-07-03 12:00:00', 1363530),
(14, '2024-06-02 12:00:00', 1495980),
(18, '2019-02-16 12:00:00', 1407886),
(18, '2020-05-11 12:00:00', 2773702),
(6, '2024-08-30 12:00:00', 1710497),
(12, '2019-06-18 12:00:00', 1666462),
(12, '2023-03-08 12:00:00', 2136487),
(19, '2022-05-20 12:00:00', 1378554),
(13, '2022-11-28 12:00:00', 2982710),
(3, '2024-08-03 12:00:00', 2561116),
(19, '2019-01-05 12:00:00', 2162659),
(4, '2023-09-20 12:00:00', 1465117),
(20, '2023-11-15 12:00:00', 1364720),
(15, '2021-10-09 12:00:00', 2109285),
(6, '2021-04-19 12:00:00', 2748969),
(17, '2022-08-16 12:00:00', 841435),
(19, '2022-10-25 12:00:00', 1599033),
(9, '2024-10-25 12:00:00', 1258538),
(18, '2020-09-11 12:00:00', 1099540),
(6, '2021-11-20 12:00:00', 2321726),
(14, '2020-08-06 12:00:00', 742854),
(8, '2023-01-07 12:00:00', 534352),
(2, '2024-06-29 12:00:00', 2822670),
(19, '2024-02-25 12:00:00', 1506863);
